weight_kg,stature_cm,neck_base_girth,chest_girth,waist_girth,hips_buttock_girth,shoulder_girth,thigh_girth,thigh_low_girth,calf_girth,ankle_girth,forearm_girth,wrist_girth,shoulder_length,sleeveoutseam_length,forearm_length,crotchheight_length,waistback_length,thigh_length,chest_depth_length,head_girth,biacromialbreadth,scyecircoveracromion
96.38,170.78,46.59,113.18,106.03,110.89,119.29,64.84,44.23,41.42,22.58,32.45,18.45,15.64,55.97,26.5,84.06,47.4,36.66,28.54,58.73,42.15245787378009,189.66330897835292
65.56,169.46,40.02,97.58,80.92,94.08,110.35,51.31,36.66,33.41,19.86,27.32,16.07,15.41,58.65,26.38,81.34,42.61,36.41,23.03,56.74,39.99356689693388,107.4756049420385
76.33,167.94,43.4,107.71,93.32,102.04,116.68,57.92,39.15,34.83,19.51,28.31,16.39,16.6,56.26,25.59,81.71,42.16,35.67,25.73,57.9,41.964999820992084,143.65225883932447
92.48,175.56,46.96,109.66,102.18,106.61,122.33,63.58,42.97,37.36,20.56,33.69,18.53,15.86,57.86,25.59,83.52,44.5,38.08,26.26,59.13,42.398981207700004,135.5731906570233
77.93,176.43,41.94,95.78,87.94,100.41,113.26,58.14,38.54,37.03,22.24,29.71,18.66,14.87,58.83,25.61,83.71,47.51,39.26,23.62,58.7,40.34212934621544,113.08900328671837
83.52,178.22,44.28,99.29,90.14,103.14,112.9,62.57,40.15,37.97,20.92,29.74,16.62,13.23,58.24,26.31,84.29,47.57,40.16,23.1,57.68,39.69846763661155,135.1700638978615
100.57,189.39,44.28,109.35,101.86,108.71,122.18,68.07,45.31,40.85,23.54,33.46,19.84,15.59,63.47,30.42,92.32,50.21,43.84,25.82,58.28,43.015272924062884,152.35886069167327
91.61,174.55,46.04,108.56,98.56,107.66,122.79,65.71,43.49,38.27,21.29,32.45,18.63,16.05,57.74,27.27,81.94,47.63,34.16,24.76,59.64,43.6574745494699,173.49435096304683
91.3,185.02,46.11,108.9,87.45,99.19,128.65,62.03,46.09,39.84,21.98,32.67,18.19,15.96,59.76,28.18,88.04,49.0,41.24,25.48,59.52,44.660428348659465,154.59925880276882
76.44,176.95,41.32,96.86,85.86,99.74,112.98,60.26,38.67,38.5,23.18,30.97,17.75,16.74,56.09,27.34,86.4,45.74,40.09,22.26,57.71,41.876129963279276,146.24803478106185
77.7,173.53,44.23,101.99,82.41,97.21,121.85,60.93,39.62,37.39,20.17,31.2,17.64,16.45,54.75,25.66,83.0,44.21,38.24,24.4,59.46,42.77775199951644,135.87166911670352
64.71,172.25,39.27,89.95,80.66,94.88,105.1,54.31,35.66,34.47,19.17,25.56,14.98,14.32,57.07,26.25,84.43,49.03,39.32,20.67,54.96,39.3185623616248,149.78046852579342
70.78,179.59,39.26,93.68,81.45,95.71,109.79,53.72,36.69,35.62,21.09,31.21,18.05,14.72,57.57,26.36,87.72,48.39,41.19,22.72,54.96,39.357625985920976,120.39870959142132
92.19,177.36,41.95,113.42,100.23,106.97,118.08,64.77,40.95,38.56,21.44,30.96,18.14,13.7,61.55,28.51,86.05,49.91,42.26,27.33,58.99,40.43383484342279,160.8129660316714
77.67,172.15,41.46,104.47,85.14,98.25,115.76,59.26,40.9,37.46,22.11,31.08,18.22,15.24,55.82,25.88,81.14,43.28,39.31,24.95,58.48,40.33929115968822,117.55125951389942
91.57,180.24,43.25,110.2,92.49,103.49,127.46,64.68,41.38,39.37,21.21,32.14,18.26,16.85,59.65,27.36,83.63,50.23,39.47,24.5,60.69,44.810348610484986,157.9858607955248
85.15,174.41,40.49,104.63,95.76,103.9,113.2,64.23,42.86,39.19,22.4,30.04,17.72,14.16,57.68,26.9,85.35,46.15,38.96,26.49,58.2,39.1546086485734,138.67158471287945
86.34,174.6,43.63,110.25,102.98,102.7,117.64,57.89,40.71,38.36,22.63,31.47,19.41,14.07,58.82,27.22,86.8,47.19,39.53,27.18,58.17,40.56466967000003,154.93904284230234
75.95,175.79,39.24,96.99,82.17,95.66,115.68,59.23,41.12,36.53,21.93,31.69,17.8,15.56,54.17,25.1,82.44,48.52,39.18,22.51,59.97,40.97778151700997,137.47248886881516
71.56,173.78,39.23,91.81,81.1,96.6,110.42,59.0,39.03,37.62,20.96,29.45,17.18,14.03,57.59,25.98,84.8,44.46,41.64,21.85,56.18,38.63991488275065,95.85409320740854
112.74,184.82,44.32,117.35,112.94,117.16,124.65,70.85,46.85,43.49,24.6,31.86,18.71,15.33,61.43,28.94,84.28,52.91,37.9,27.94,59.03,43.158639797007794,163.93784427184903
78.22,165.03,41.56,104.01,88.79,104.9,116.32,65.6,43.91,35.82,20.17,30.52,17.14,14.92,54.43,25.7,72.27,47.25,33.47,24.89,59.83,40.60718730589359,147.78704065489563
116.92,185.53,46.35,120.38,117.62,114.09,126.45,67.29,46.18,43.55,24.03,35.01,21.54,15.25,63.54,28.86,89.2,50.48,40.3,29.62,60.43,42.92387087881756,151.2860751207017
77.34,173.17,40.6,105.25,93.17,101.3,111.51,56.71,39.34,36.9,20.67,29.59,16.73,13.8,57.52,26.02,84.82,44.97,38.95,25.74,58.48,38.76739131650988,131.30888799178427
67.86,174.65,36.38,91.8,84.52,96.29,114.48,56.33,38.19,34.47,21.18,28.34,16.02,15.75,58.59,26.81,85.89,49.45,40.34,22.29,56.89,40.902217553632184,124.21543524648348
102.92,178.09,51.24,115.02,109.41,107.78,124.75,61.72,40.9,39.65,21.71,32.7,20.07,15.33,56.98,26.01,78.73,53.08,37.79,27.81,62.76,43.940972943147365,182.22791000207667
93.22,172.14,43.05,113.67,103.42,103.1,123.37,66.73,47.45,41.42,21.36,31.97,18.28,15.17,59.48,27.49,82.56,50.21,38.8,27.18,57.43,42.49099662174381,183.43306666326623
74.63,173.01,40.04,97.9,91.18,99.84,109.12,60.63,39.98,34.8,20.13,28.29,16.54,13.96,54.82,25.42,84.55,42.95,38.82,22.28,55.25,38.44118095872797,118.33154803307843
88.91,169.93,44.64,112.93,104.29,102.79,116.37,64.45,45.05,39.86,23.04,30.44,17.4,14.85,56.26,25.94,81.95,43.64,38.02,27.92,57.49,40.4735438550461,159.62354606905797
96.31,173.29,47.61,110.53,103.03,108.13,121.4,69.64,42.63,42.3,22.87,31.81,18.77,14.89,54.67,24.99,80.02,49.05,39.15,26.01,60.01,42.394332871428034,179.44095001650254
58.99,162.75,36.22,89.51,73.87,88.25,107.83,56.22,34.63,32.3,19.25,29.23,16.58,14.99,52.92,26.18,76.45,43.55,35.08,20.69,53.89,38.30594588769599,111.09390323804894
90.85,179.7,46.33,112.26,100.42,103.58,117.25,59.99,39.37,37.75,20.89,30.56,17.83,14.35,59.77,27.33,87.75,46.16,41.12,27.33,58.01,40.936898116999615,149.84721735125947
92.41,187.48,43.86,109.27,92.63,100.83,121.94,58.89,42.82,38.86,23.44,32.96,18.97,17.21,62.24,29.89,89.81,50.17,38.87,25.37,59.58,44.54840028245873,168.23426317890005
64.46,161.68,41.46,95.77,84.74,90.72,111.78,52.66,36.29,34.96,20.27,28.5,16.77,15.08,52.89,24.7,73.57,43.88,36.09,21.94,55.9,39.89883077819138,117.91408361346731
71.02,158.37,42.97,100.99,96.75,96.21,107.64,56.91,38.94,34.64,19.79,28.22,16.61,10.97,52.93,23.47,74.42,43.05,34.42,23.77,55.86,36.20388294947019,133.34479714398276
76.71,172.63,40.83,98.52,90.95,100.87,117.66,59.09,39.95,37.39,22.78,30.43,17.86,16.1,56.94,27.58,86.63,43.72,39.25,21.71,56.98,42.13624939324414,132.63355900080057
92.37,166.82,45.94,118.4,106.23,102.75,122.85,60.19,43.54,39.31,21.73,31.56,18.95,15.2,54.78,25.66,77.56,43.0,35.06,28.79,60.15,41.58641914195291,145.1138187363955
93.98,175.67,48.59,112.26,111.19,105.34,121.51,63.73,42.24,39.72,21.81,33.17,18.64,14.36,56.62,25.76,84.93,43.46,40.17,25.51,60.63,41.69910394701834,149.35306848794755
81.66,169.02,43.24,99.02,97.74,105.09,110.33,66.83,45.76,39.95,21.95,28.84,16.45,14.75,56.06,25.93,80.15,44.8,34.9,24.06,59.75,39.95987943600707,155.17125706611614
76.61,170.94,42.25,103.4,98.5,96.73,113.39,57.4,39.19,34.95,19.7,29.53,16.99,13.86,57.25,26.41,81.3,45.58,39.7,24.65,59.93,39.36141856381386,131.00040801566638
146.16,183.79,50.63,132.4,141.54,133.19,132.47,78.72,52.09,43.55,23.36,34.95,19.93,13.82,67.54,32.21,86.61,52.09,41.32,32.52,59.46,43.194158900344725,157.15452274228164
77.07,168.28,42.44,107.66,88.76,97.7,118.83,57.71,39.62,36.05,20.99,30.82,17.8,16.07,52.7,22.86,79.15,45.47,39.13,26.81,60.41,41.316112344864266,141.00423669068277
82.49,172.42,40.68,99.74,97.54,104.62,112.23,62.58,40.15,37.59,21.43,29.77,17.87,14.45,55.61,25.41,80.96,48.06,39.78,24.22,61.05,39.43856322561332,130.02593584484055
108.76,182.64,43.76,121.07,110.62,111.88,128.21,72.53,46.98,41.39,23.87,32.66,18.92,15.72,62.36,29.11,90.48,51.23,46.04,29.79,58.82,43.522335310198976,177.86192419180338
99.8,174.08,46.19,117.73,107.51,112.4,122.79,67.6,47.41,43.99,23.88,32.43,19.07,14.47,57.61,25.89,81.75,49.31,38.6,27.93,62.43,42.408020058671895,186.17177995491193
80.73,185.98,41.72,95.67,93.19,98.6,107.33,60.85,40.29,39.62,21.72,28.2,16.8,15.0,62.33,29.23,94.36,45.89,43.8,22.79,58.67,40.000232994574944,135.10161688162475
89.89,176.41,44.68,111.5,99.18,102.69,121.86,60.96,41.33,37.26,21.91,33.49,19.39,14.87,58.4,27.04,85.05,47.67,41.23,26.82,58.32,41.74977377134736,150.45961590268791
84.52,178.93,39.44,104.03,88.77,98.82,116.21,62.5,42.63,39.39,22.29,30.57,18.54,16.27,60.05,28.21,88.64,45.45,42.69,27.33,61.27,40.75571267942488,119.58543046261718
60.09,163.83,39.71,90.08,79.92,91.15,108.7,53.8,35.3,32.34,19.5,28.44,16.3,14.19,53.98,25.85,78.19,41.8,37.44,20.19,57.76,38.65128733057747,104.7262780679643
81.8,165.77,43.82,102.74,96.21,104.12,116.45,60.47,38.87,39.54,21.42,29.78,17.71,15.0,53.34,25.13,74.53,44.37,35.97,23.48,58.87,40.75938941810361,120.31197790418435
80.62,172.7,40.98,103.1,86.82,102.48,121.88,60.3,39.2,37.38,21.6,32.65,18.3,15.5,57.72,26.84,84.72,42.43,41.27,24.65,57.42,41.15023058975404,93.00870268760923
89.67,182.69,41.81,104.97,95.36,102.9,121.05,60.89,42.53,39.79,22.65,32.39,19.41,16.97,60.28,27.38,89.09,54.11,44.63,24.72,59.56,43.98287376030791,174.63328734418639
101.46,180.06,44.58,113.85,106.42,110.32,122.91,66.64,44.38,39.69,23.56,30.46,18.48,14.77,59.9,28.97,83.32,48.46,40.31,27.61,58.63,41.95471581965376,134.9315223123687
124.03,186.22,48.84,123.39,105.76,117.89,138.6,71.2,50.49,48.63,26.8,38.07,21.65,16.85,60.87,28.05,83.73,55.29,40.32,29.64,60.25,46.9648893465835,176.6766520257239
74.46,168.13,40.25,98.87,85.41,96.25,114.4,62.45,41.71,38.12,20.57,29.68,16.4,15.28,54.9,25.74,78.24,45.79,37.19,24.08,57.95,40.197502066044365,134.64987640291668
113.08,175.57,47.04,130.97,112.32,113.12,130.48,68.25,44.54,39.54,23.41,31.98,18.65,13.92,59.25,26.66,82.61,49.17,42.78,32.65,55.65,42.1345538311122,160.79323808539567
79.29,175.53,41.43,104.83,86.66,99.97,117.92,62.38,41.2,36.43,20.74,30.12,17.2,15.01,55.89,26.1,85.91,49.02,42.4,24.88,57.57,41.40341052824014,166.68659015169783
72.15,172.19,41.22,95.11,80.49,97.27,115.84,58.03,40.98,37.59,21.6,30.23,17.33,17.27,53.57,25.28,79.8,46.4,38.24,22.75,57.35,42.277497223409966,127.57472382836863
73.72,184.05,39.53,97.62,81.52,96.21,115.37,57.12,39.3,34.83,19.66,28.62,16.51,16.34,60.86,27.79,89.18,52.01,41.12,22.81,61.26,42.708611693444404,160.6890757618056
83.34,176.87,43.19,109.66,89.69,100.61,123.79,61.44,42.18,36.98,21.14,30.98,17.28,16.57,60.18,27.52,85.95,48.16,39.54,23.89,58.91,44.45648727335762,177.7458215423378
72.64,171.12,41.38,100.77,84.52,94.23,115.74,60.89,37.45,37.37,19.93,30.39,16.98,15.97,58.28,27.91,85.6,42.58,40.66,23.55,59.51,41.29384487121558,139.20980088116494
61.92,159.26,38.81,91.06,79.1,94.43,113.23,57.05,39.35,35.13,21.02,27.64,15.57,15.59,51.36,23.78,75.59,45.45,35.0,20.41,58.78,40.93543834453369,146.94951470553343
104.63,173.91,48.42,118.32,111.57,111.88,122.68,67.0,47.03,42.09,24.19,34.35,20.96,13.93,57.82,27.26,83.51,47.79,37.97,29.17,60.64,41.70571845449665,180.34605712886975
80.02,175.45,42.36,100.0,88.29,101.36,114.06,60.7,43.3,37.45,22.37,29.66,17.74,15.19,59.47,27.72,85.75,44.65,40.46,23.06,57.41,41.108677339553275,131.18069881851227
72.47,172.52,39.12,93.01,84.88,97.06,114.07,57.66,39.52,36.46,20.62,29.1,17.39,16.54,55.45,26.95,81.53,46.71,38.13,21.26,58.25,41.52678462318945,121.22622828090573
80.47,174.2,42.0,107.81,96.05,99.91,112.42,58.67,41.66,37.44,20.95,31.05,17.92,14.66,56.23,25.51,84.7,47.99,39.19,25.81,57.3,40.07120651300138,171.26001351723414
88.49,180.98,41.6,105.38,94.63,102.84,117.59,61.03,40.12,36.97,22.36,30.6,18.11,14.62,61.15,28.21,86.78,50.08,40.61,25.18,58.52,41.197823032742484,142.45645653170857
92.57,178.12,41.95,107.07,96.99,105.33,117.17,64.04,44.24,40.58,24.24,32.76,18.67,15.58,57.76,26.57,86.08,50.57,42.23,26.03,56.78,41.54232732964195,164.82761990788833
87.52,174.48,44.43,107.33,100.43,103.75,119.34,63.63,41.84,38.64,22.28,30.67,17.74,15.5,55.94,25.11,81.26,49.83,39.18,25.49,59.16,42.26534931332327,168.79683776402067
123.56,184.56,46.92,124.95,121.14,119.04,124.11,72.98,49.35,44.49,24.64,34.23,19.94,13.92,61.9,28.94,86.15,52.36,42.46,30.28,61.54,41.89210816689238,176.00296413302448
79.93,171.28,43.07,102.2,92.02,99.59,116.61,64.5,40.93,38.97,20.65,30.97,17.53,15.03,56.67,26.14,82.76,49.02,38.16,24.16,57.39,41.49233294354737,179.17786446484808
82.48,159.1,42.89,102.78,98.72,105.21,115.56,63.26,43.42,42.75,23.37,32.05,18.81,13.75,51.43,23.92,70.28,46.39,35.7,22.89,57.13,39.7602468527574,141.0240898866599
68.3,168.7,38.78,97.33,83.26,95.63,108.21,56.67,38.73,37.11,19.63,29.39,16.55,14.86,56.25,25.93,85.15,45.89,39.52,22.99,55.38,39.26083768429764,153.83688514784166
104.55,179.65,40.71,110.78,113.87,113.33,116.86,70.45,48.26,43.94,23.12,32.91,18.74,14.52,60.58,27.94,87.7,49.64,41.27,27.49,59.26,40.01191999895312,147.54340139564312
70.96,174.07,41.31,103.23,80.36,90.52,115.66,56.56,37.98,34.45,19.07,31.08,17.91,14.69,55.26,25.58,82.81,48.18,40.34,23.84,55.03,40.566823272398636,155.0869774650871
83.26,175.58,38.16,105.88,94.34,99.05,116.19,63.54,43.25,38.48,22.22,30.51,17.38,15.79,59.22,27.35,80.95,52.12,40.39,24.56,56.58,41.46013882478351,162.13734113251581
85.88,190.16,39.12,102.5,90.14,103.66,121.76,60.75,39.17,37.78,21.46,29.78,17.53,17.93,62.24,27.83,94.22,54.62,45.39,22.67,57.96,45.06560397946694,166.03243321568647
109.78,180.89,47.84,116.88,111.98,115.07,124.37,65.66,45.9,40.87,23.82,34.62,20.26,13.59,60.33,27.16,87.24,47.96,42.31,27.59,60.38,41.696390476714086,143.4590357097468
106.21,180.87,43.47,117.99,111.0,110.24,122.82,67.9,44.01,42.74,24.22,32.93,19.36,15.27,60.73,27.57,85.27,54.22,42.95,28.13,58.78,42.68801360603136,185.27704515675265
90.7,178.21,41.46,110.14,95.06,107.54,122.22,67.71,42.11,40.77,22.64,31.58,17.73,16.57,59.83,27.41,87.47,48.23,41.06,25.99,59.42,43.16723588901087,164.35089347853852
96.0,175.38,45.49,109.7,103.77,107.06,120.58,65.14,42.73,37.69,22.06,30.91,18.99,15.63,59.45,26.98,84.58,51.56,39.89,27.0,59.22,42.865782918611686,182.77593375700184
67.32,167.4,36.13,92.33,81.54,92.97,106.88,61.21,39.29,40.23,21.32,27.78,16.02,14.58,54.59,24.61,80.38,48.15,37.55,22.29,56.27,38.500394088566445,147.8530601547393
76.96,171.49,42.0,101.02,86.48,97.47,114.3,59.14,39.28,40.64,21.81,30.56,18.03,16.57,55.94,25.33,82.62,40.59,39.56,24.61,58.5,40.718988015468284,102.40758490103997
69.59,169.49,39.97,96.23,86.05,97.45,110.74,57.98,37.1,34.91,19.48,28.56,17.09,15.63,54.52,26.35,81.1,45.26,40.14,21.54,58.75,40.36450962347152,133.0561246412641
80.69,172.65,40.5,109.77,90.31,97.48,119.11,61.22,39.03,38.46,21.24,31.63,18.11,14.75,58.77,26.44,82.21,47.58,39.56,24.89,58.83,41.17348297749776,155.25733085369313
89.2,174.42,42.19,105.51,99.91,106.36,115.67,63.25,42.84,39.83,22.94,34.11,19.05,15.42,56.48,25.59,84.1,46.05,41.54,24.99,58.73,40.530340287664394,134.9596263800795
69.18,168.39,40.63,103.85,76.08,92.15,110.62,57.31,41.29,36.2,21.09,30.81,17.83,15.19,52.02,24.41,80.81,43.44,38.22,24.97,57.53,39.506065652355645,154.7292440704822
65.61,155.18,35.43,95.21,88.45,97.65,105.14,58.76,40.83,35.03,19.93,28.1,16.49,13.91,49.16,22.56,73.35,43.25,34.13,23.26,54.96,36.381176041717346,118.77089914742015
86.18,186.35,41.42,108.41,92.42,102.02,119.16,61.21,40.06,35.89,20.84,31.37,17.65,15.15,58.87,26.9,89.28,48.26,43.0,25.46,56.97,41.26327312144242,130.1103797554586
88.05,165.99,43.45,105.65,102.23,112.31,117.74,69.0,41.77,38.17,21.96,29.66,18.43,15.27,53.86,24.64,76.93,44.79,38.77,24.76,59.26,40.94420130246685,131.29589075092082
83.16,179.39,42.85,102.43,81.77,101.53,124.36,64.07,40.82,36.21,21.78,31.57,18.15,16.42,57.35,26.08,85.29,52.52,42.57,22.14,58.8,44.64921600659501,178.2094300858496
95.66,171.96,43.22,113.83,109.76,111.45,121.26,64.02,46.27,39.05,20.91,30.63,17.97,15.65,57.58,24.93,79.97,45.37,40.5,26.99,56.46,41.39833835003847,113.87916303495405
